plant	herbivore	parasitoid
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	TORT062	0
MAQ	TORT062	0
MAQ	TORT062	0
MAQ	TORT062	0
MAQ	TORT062	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAP	THYR003	0
MAP	THYR003	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
DAM	PYRA038	0
MAU	PYRA040	0
MAA	LYMA070	0
HIS	LYMA076	0
HIS	LYMA076	0
MAU	TORT206	0
MAA	TORT207	0
MAA	XXXX147	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
MAU	TORT075	0
MAU	TORT075	0
MAU	TORT075	0
MAU	TORT075	0
MAU	TORT075	0
MAU	TORT075	0
MAQ	TORT085	0
MAQ	TORT085	0
MAA	XXXX021	0
MAP	XXXX120	0
MAP	XXXX068	0
MAU	TORT085	0
MAA	THYR016	0
MAQ	THYR005	0
MAQ	THYR005	0
MAQ	THYR005	0
MAQ	THYR005	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAQ	GEOM151	0
MAP	GEOM151	0
MAP	GEOM151	0
MAP	GEOM151	0
MAP	GEOM151	0
MAP	GEOM151	0
MAP	GEOM151	0
MAP	GEOM151	0
MAA	TORT083	0
MAF	THYR001	0
MAF	THYR001	0
MAU	THYR001	0
DAM	PYRA022	0
MAU	TORT040	0
HIS	NOCT010	0
MAF	TORT083	0
MAF	THYR003	0
MAF	THYR003	0
COP	CRAM005	0
COP	CRAM005	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	TORT083	0
MAA	THYR012	0
MAU	TORT075	0
PHA	CHOR001	0
PHA	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
PHA	CHOR002	0
COP	TORT006	0
PHA	TORT005	0
HIS	CHOR011	0
COP	TORT006	0
PHA	TORT005	0
PAR	CHOR011	0
PHA	CHOR001	0
PHA	CHOR001	0
COP	CHOR001	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
HIS	TORT012	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
PAR	CHOR002	0
DAM	CHOR016	0
MAA	TORT075	0
MAF	TORT075	0
PHA	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
MAU	XXXX048	0
MAU	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAQ	XXXX048	0
MAA	XXXX048	0
MAA	XXXX048	0
MAA	XXXX048	0
MAA	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAF	XXXX048	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
PAR	TORT012	0
PUN	TORT040	0
PUN	TORT040	0
PUN	TORT040	0
PUN	TORT040	0
PUN	TORT040	0
PUN	TORT040	0
CON	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
MAU	CHOR008	0
MAU	CHOR008	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
MAA	XXXX021	0
MAA	XXXX021	0
MAU	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
PHA	CRAM005	0
PHA	CRAM005	0
PHA	CRAM005	0
PHA	CRAM005	0
PHA	CRAM005	0
PHA	CRAM005	0
PHA	CRAM005	0
COP	CRAM005	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
MAA	LYMA007	0
MAA	LYMA007	0
MAA	LYMA007	0
MAA	LYMA007	0
MAU	LYMA007	0
MAU	LYMA007	0
MAA	LYMA007	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
COP	CHOR001	0
CON	CHOR001	0
BER	CHOR002	0
BER	LIMA029	0
BER	LIMA029	0
BER	LIMA029	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAA	TORT062	0
MAA	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAA	TORT062	0
MAA	TORT062	0
MAA	TORT062	0
MAA	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
BER	CHOR002	0
BER	CHOR002	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
BER	TORT005	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
PAR	NOCT010	0
COP	TORT006	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAA	GEOM151	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
MAF	GEOM151	0
MAF	GEOM151	0
MAQ	GEOM151	0
MAP	GEOM151	0
MAF	GEOM151	0
MAQ	GEOM151	0
HIS	LYCA001	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PUN	CHOR002	0
PAR	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
MAA	GEOM151	0
MAA	GEOM151	0
MAA	GEOM151	0
MAA	GEOM151	0
MAA	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
PUN	GEOM135	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PUN	CHOR011	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
