"V1" "V2" "V3"
"1" 1 1 0.355762204519829
"2" 0.993669572436696 0.973684210526316 0.35545714899975
"3" 0.986041926110419 0.947368421052632 0.355451583586042
"4" 0.976805728518057 0.921052631578947 0.35699076938994
"5" 0.967310087173101 0.894736842105263 0.358147740816697
"6" 0.956050228310502 0.868421052631579 0.358721119844997
"7" 0.943233706932337 0.842105263157895 0.348928594903314
"8" 0.929742631797426 0.815789473684211 0.347950303027883
"9" 0.913190120381901 0.789473684210526 0.350477968511413
"10" 0.894769613947696 0.763157894736842 0.349939391558525
"11" 0.87593399750934 0.736842105263158 0.350642325408735
"12" 0.857046492320465 0.710526315789474 0.354193658152731
"13" 0.838003320880033 0.684210526315789 0.355529311617113
"14" 0.818856371938564 0.657894736842105 0.360331161004656
"15" 0.798412204234122 0.631578947368421 0.361225356506512
"16" 0.776463262764633 0.605263157894737 0.361503465476537
"17" 0.753061436280614 0.578947368421053 0.367932070395733
"18" 0.729452054794521 0.552631578947368 0.367839752031831
"19" 0.704545454545455 0.526315789473684 0.370349344037659
"20" 0.679379410543794 0.5 0.370077389688334
"21" 0.653071814030718 0.473684210526316 0.363275021198962
"22" 0.626712328767123 0.447368421052632 0.36253685221716
"23" 0.599522623495226 0.421052631578947 0.361674432437319
"24" 0.572125363221254 0.394736842105263 0.366774149591717
"25" 0.543275217932752 0.368421052631579 0.372424867017622
"26" 0.512868410128684 0.342105263157895 0.367601848263827
"27" 0.481838937318389 0.315789473684211 0.377031268641427
"28" 0.446762141967621 0.289473684210526 0.380273054367099
"29" 0.411062681610627 0.263157894736842 0.356263750709056
"30" 0.375311332503113 0.236842105263158 0.371725976363444
"31" 0.33909298464093 0.210526315789474 0.364208594080862
"32" 0.302667081776671 0.184210526315789 0.274703468369836
"33" 0.266189290161893 0.157894736842105 0.295971027847878
"34" 0.225923619759236 0.131578947368421 0.350096057870554
"35" 0.184153175591532 0.105263157894737 0.389513724659185
"36" 0.140774180157742 0.0789473684210526 0.482143012439593
"37" 0.0966168534661685 0.0526315789473684 0.506517689488215
"38" 0.0491905354919054 0.0263157894736842 0
