"V1" "V2" "V3"
"1" 69 0.949790409350574 0
"2" 68.38 9518.37 0.950263263316494
"3" 67.71 9422.19 0.950491226321698
"4" 67.12 9317.81 0.951328685864205
"5" 66.53 9219.44 0.951824592658257
"6" 65.89 9129.88 0.952551864784066
"7" 65.27 8999.77 0.953056880732545
"8" 64.62 8894.87 0.953461389257266
"9" 63.91 8785.3 0.953463830479263
"10" 63.23 8681.28 0.953912500584547
"11" 62.62 8567.9 0.954632429127695
"12" 61.87 8469.34 0.955358006712546
"13" 61.21 8395.62 0.956070384265756
"14" 60.52 8268.18 0.956641670777669
"15" 59.93 8156.82 0.958257947174604
"16" 59.38 8062.89 0.959227569970987
"17" 58.76 7973.55 0.959698103477144
"18" 58.1 7864.15 0.960650957188354
"19" 57.46 7740.13 0.961456648937455
"20" 56.74 7643.27 0.961809985835881
"21" 56.08 7540.58 0.962545465922944
"22" 55.35 7420.21 0.963160117279618
"23" 54.64 7320.8 0.963751276028783
"24" 53.92 7189.13 0.964437563264004
"25" 53.21 7060.08 0.964684995442079
"26" 52.5 6950.66 0.964876988398504
"27" 51.8 6848.29 0.96497689342439
"28" 51.05 6743.53 0.965788887597014
"29" 50.38 6644.86 0.966061314110646
"30" 49.71 6550.74 0.966573186334846
"31" 48.9 6455.09 0.966856884916502
"32" 48.24 6355.09 0.967665404822407
"33" 47.45 6251.85 0.968483522137271
"34" 46.82 6155.32 0.969731992211019
"35" 46.09 6049.85 0.970354070454088
"36" 45.43 5936.79 0.971726669526951
"37" 44.73 5844.81 0.972662201821576
"38" 43.92 5753.6 0.973011835272392
"39" 43.16 5638.58 0.97395316697449
"40" 42.45 5512.78 0.974580666698026
"41" 41.71 5399.87 0.974956345058418
"42" 40.99 5290.38 0.97706400549556
"43" 40.23 5202.84 0.977885994306868
"44" 39.55 5102.76 0.979076161111033
"45" 38.84 5007.6 0.98049378291853
"46" 38.05 4898.91 0.980211119044686
"47" 37.28 4771.35 0.980034098313852
"48" 36.56 4678.61 0.982432115318856
"49" 35.88 4581.85 0.983315451489253
"50" 35.22 4490.11 0.984746185310573
"51" 34.52 4389.61 0.985237835337696
"52" 33.7 4263.27 0.98675525260802
"53" 32.96 4159.27 0.988209964533981
"54" 32.13 4060.96 0.987886199776809
"55" 31.38 3966.43 0.988376838786413
"56" 30.65 3844.44 0.989009087403146
"57" 29.91 3734.11 0.989624496511713
"58" 29.16 3649.45 0.989164402671362
"59" 28.41 3527.51 0.990336852182598
"60" 27.71 3429.89 0.99277207796021
"61" 26.92 3308.59 0.992606990390899
"62" 26.19 3206.87 0.992875645523571
"63" 25.41 3099.45 0.993237837782454
"64" 24.64 2992.05 0.994653387319652
"65" 23.78 2876.53 0.994688738564193
"66" 22.95 2770.41 0.994814062689818
"67" 22.1 2659.47 0.994691467652544
"68" 21.28 2556.23 0.994979743581439
"69" 20.49 2457.02 0.99557698974185
"70" 19.68 2367.4 0.995600427421651
"71" 18.88 2242.84 0.995787229169382
"72" 18.05 2136.95 0.9956301254106
"73" 17.2 2032.6 0.996078897252247
"74" 16.39 1918.89 0.996385628521006
"75" 15.55 1819.73 0.996869270331632
"76" 14.73 1714.4 0.997268121157503
"77" 13.85 1599.23 0.996937600806713
"78" 13.05 1498.5 0.997617781452415
"79" 12.2 1389.38 0.997661164176639
"80" 11.31 1293.75 0.997398450093941
"81" 10.42 1171.47 0.997148593484048
"82" 9.54 1046.05 0.998886507283317
"83" 8.57 942.12 0.99839245527558
"84" 7.66 835.6 0.99865163594508
"85" 6.77 729.86 0.999038096690276
"86" 5.83 620.83 0.99995599576729
"87" 4.89 534.69 0.99965459918729
"88" 3.94 443.16 1
"89" 2.97 320.1 1
"90" 1.99 228.96 NA
"91" 1 119.31 NA
