"V1" "V2" "V3"
"1" 1 1 0.863311706558715
"2" 0.998953974895398 0.986842105263158 0.863311706558715
"3" 0.997907949790795 0.973684210526316 0.864233685722244
"4" 0.996861924686193 0.960526315789474 0.864605051219053
"5" 0.99581589958159 0.947368421052632 0.866329963265885
"6" 0.994769874476987 0.934210526315789 0.867190273599888
"7" 0.993723849372385 0.921052631578947 0.867117158553751
"8" 0.992677824267782 0.907894736842105 0.867117158553751
"9" 0.99163179916318 0.894736842105263 0.867979581567814
"10" 0.990585774058577 0.881578947368421 0.868756376478811
"11" 0.989539748953975 0.868421052631579 0.869235816975528
"12" 0.988493723849372 0.855263157894737 0.869235816975528
"13" 0.98744769874477 0.842105263157895 0.869235816975528
"14" 0.986401673640167 0.828947368421053 0.869235816975528
"15" 0.985355648535565 0.815789473684211 0.869235816975528
"16" 0.984309623430962 0.802631578947368 0.870102461622303
"17" 0.98326359832636 0.789473684210526 0.870102461622303
"18" 0.982217573221757 0.776315789473684 0.870583389409031
"19" 0.981171548117155 0.763157894736842 0.871759167703288
"20" 0.980125523012552 0.75 0.871643770182844
"21" 0.978033472803347 0.736842105263158 0.873238896883402
"22" 0.975941422594142 0.723684210526316 0.873595288643148
"23" 0.973849372384937 0.710526315789474 0.873595288643148
"24" 0.971757322175732 0.697368421052632 0.874012509360165
"25" 0.969665271966527 0.684210526315789 0.874892549495402
"26" 0.967573221757322 0.671052631578947 0.875734281299442
"27" 0.965481171548117 0.657894736842105 0.876245611011381
"28" 0.963389121338912 0.644736842105263 0.876245611011382
"29" 0.961297071129707 0.631578947368421 0.878489247092703
"30" 0.959205020920502 0.618421052631579 0.879101700249405
"31" 0.957112970711297 0.605263157894737 0.879033641243079
"32" 0.955020920502092 0.592105263157895 0.878829003685184
"33" 0.951882845188284 0.578947368421053 0.879324851985916
"34" 0.948744769874477 0.565789473684211 0.878983455378845
"35" 0.945606694560669 0.552631578947368 0.879881979481238
"36" 0.942468619246862 0.539473684210526 0.879813907358342
"37" 0.939330543933054 0.526315789473684 0.88065186457642
"38" 0.936192468619247 0.513157894736842 0.880311961449977
"39" 0.933054393305439 0.5 0.880081262994338
"40" 0.929916317991632 0.486842105263158 0.879780932284533
"41" 0.925732217573222 0.473684210526316 0.882570979637252
"42" 0.920502092050209 0.460526315789474 0.883923031618791
"43" 0.915271966527197 0.447368421052632 0.883122785735688
"44" 0.910041841004184 0.434210526315789 0.882354499458355
"45" 0.904811715481172 0.421052631578947 0.883207026021635
"46" 0.899581589958159 0.407894736842105 0.884102184063969
"47" 0.893305439330544 0.394736842105263 0.884808550412549
"48" 0.887029288702929 0.381578947368421 0.88781353632213
"49" 0.880753138075314 0.368421052631579 0.888676286628824
"50" 0.873430962343096 0.355263157894737 0.888373015749095
"51" 0.866108786610879 0.342105263157895 0.892380512142835
"52" 0.857740585774059 0.328947368421053 0.890816037480222
"53" 0.849372384937239 0.315789473684211 0.896790303477853
"54" 0.839958158995816 0.302631578947368 0.898998013634595
"55" 0.829497907949791 0.289473684210526 0.898957409493182
"56" 0.819037656903766 0.276315789473684 0.910629879132131
"57" 0.806485355648536 0.263157894736842 0.91151329381949
"58" 0.789748953974895 0.25 0.916392698200381
"59" 0.771966527196653 0.236842105263158 0.916285394882201
"60" 0.753138075313807 0.223684210526316 0.933931015477406
"61" 0.732217573221757 0.210526315789474 0.930705886263507
"62" 0.706066945606695 0.197368421052632 0.926553308925347
"63" 0.678870292887029 0.184210526315789 0.946245335566391
"64" 0.650627615062761 0.171052631578947 0.958983513225042
"65" 0.622384937238494 0.157894736842105 0.961476425941071
"66" 0.593096234309623 0.144736842105263 0.958251358491966
"67" 0.562761506276151 0.131578947368421 0.954429193304922
"68" 0.530334728033473 0.118421052631579 0.954012642992325
"69" 0.490585774058577 0.105263157894737 0.960143276598446
"70" 0.448744769874477 0.0921052631578947 0.957093484666577
"71" 0.406903765690377 0.0789473684210526 0.992297358937921
"72" 0.360878661087866 0.0657894736842105 0.990396806681416
"73" 0.313807531380753 0.0526315789473684 1
"74" 0.255230125523013 0.0394736842105263 1
"75" 0.192468619246862 0.0263157894736842 1
"76" 0 0 0
