"Obj" "AbuOrd" "AbuRnd" "RowSpO" "RowSpR" "ColSpO" "ColSpR" "IntOrd" "IntRnd" "H2Ord" "H2Rnd" "GenOrd" "GenRnd" "VulOrd" "VulRnd" "50%rOrd" "50%rRnd" "50%cOrd" "50%cRnd" "50%intOrd" "50%intRnd"
"141" 7420 2204 2204 5 17.2 5 17.98 5 18.98 1 0.999317646617602 1 1.03901517704066 1 1.03963366760602 1 2.5 1 2.5 1 2.5
"142" 7473 2151 2151 4 17.03 4 17.7 4 18.7 1 0.999497027633653 1 1.03703841710863 1 1.03465312313852 1 2.15 1 2.15 1 2.15
"143" 7526 2098 2098 4 16.88 4 17.47 4 18.47 1 0.999554968988743 1 1.03490647779575 1 1.02993203804793 1 2.04 1 2.04 1 2.04
"144" 7579 2045 2045 4 16.67 4 17.11 4 18.1 1 0.999673652351246 1 1.03262988477092 1 1.02458553346527 1 2 1 2 1 2
"145" 7632 1992 1992 4 16.32 4 16.6 4 17.58 1 0.999771691276894 1 1.03020218236023 1 1.02023697296752 1 2 1 2 1 2
"146" 7685 1939 1939 4 16.07 4 16.2 4 17.13 1 0.999830844037057 1 1.02727650015133 1 1.01583870537298 1 2 1 2 1 2
"147" 7738 1886 1886 4 15.75 4 15.71 4 16.61 1 0.999913738174257 1 1.02451066945073 1 1.01200937442287 1 2 1 2 1 2
"148" 7791 1833 1833 4 15.3 4 15.08 4 15.94 1 0.999970606197522 1 1.02157328861866 1 1.00884917181468 1 2 1 2 1 2
"149" 7844 1780 1780 4 14.89 4 14.63 4 15.42 1 0.999992681718944 1 1.01802724826674 1 1.00647784015864 1 2 1 2 1 2
"150" 7897 1727 1727 3 14.46 3 14.13 3 14.86 1 0.999980209036519 1 1.0152207060966 1 1.00397982576658 1 2 1 2 1 2
"151" 7950 1674 1674 3 13.8 3 13.38 3 14.01 1 1 1 1.01205655348401 1 1.00210817497538 1 2 1 2 1 2
"152" 8003 1621 1621 3 13.29 3 12.86 3 13.39 1 1 1 1.00897586979193 1 1.0009832057597 1 2 1 2 1 2
"153" 8056 1568 1568 3 12.43 3 12.08 3 12.48 1 1 1 1.00621637499263 1 1.00058631643921 1 2 1 2 1 2
"154" 8109 1515 1515 3 11.7 3 11.42 3 11.72 1 1 1 1.00402070613325 1 1.00028291069681 1 1.91 1 1.91 1 1.91
"155" 8162 1462 1462 3 10.9 3 10.75 3 10.92 1 1 1 1.00218036692888 1 1.00008258122967 1 1.67 1 1.67 1 1.67
"156" 8215 1409 1409 3 10.05 3 9.94 3 10.05 1 1 1 1.00110507891936 1 1 1 1.41 1 1.41 1 1.41
"157" 8268 1356 1356 3 9.26 3 9.21 3 9.26 1 1 1 1.00043592445496 1 1 1 1.23 1 1.23 1 1.23
